Index,Start,End,Text
4282,"04:22:00,700","04:22:01,700",Try this.
4283,"04:22:01,700","04:22:06,700","Ah, you've got a telescope. Now why didn't you let me have this before? It might have helped."
4284,"04:22:14,700","04:22:15,700",Oh!
4285,"04:22:22,700","04:22:24,700","Ah, that's it. She's gone."
4286,"04:22:30,700","04:22:33,700",I suppose that there aren't many pirate ships around today.
4287,"04:22:33,700","04:22:38,700",Any that are afloat must be so old that they'd probably break up easily.
4288,"04:22:38,700","04:22:42,700","That's if it was a pirate ship, but it sure looked like one right enough."
4289,"04:22:43,700","04:22:45,700",Nothing's been washed up on the shore yet.
4290,"04:22:45,700","04:22:47,700","No, not a thing."
4291,"04:22:50,700","04:22:54,700",Isn't it strange that I was reading that book about pirates yesterday?
4292,"04:22:54,700","04:22:57,700",They probably wouldn't be quite so romantic in real life.
4293,"04:22:57,700","04:23:01,700","Well, in the book they were really great. I wish I'd been one."
4294,"04:23:01,700","04:23:02,700",A pirate?
4295,"04:23:02,700","04:23:04,700","Yeah, what could be more exciting?"
4296,"04:23:04,700","04:23:06,700",You can't mean that.
4297,"04:23:06,700","04:23:12,700","Oh, yes, I do. To sail across the seven seas, the holds of your ship's crowned with treasures."
4298,"04:23:12,700","04:23:16,700","But you'd have to steal the treasure from somebody first, so, Moomin."
4299,"04:23:16,700","04:23:22,700","Well, yes, alright. I suppose so. But I wouldn't steal anything from anyone."
4300,"04:23:22,700","04:23:26,700","Ah, then you're just a sailor. Not a pirate at all."
4301,"04:23:26,700","04:23:33,700","Moomin, Mama, do you know where Moomin is?"
4302,"04:23:33,700","04:23:36,700",He's probably in Stuffkin's tent.
4303,"04:23:36,700","04:23:37,700","Oh, yeah?"
4304,"04:23:37,700","04:23:40,700","Snork maiden, I have a letter for you."
4305,"04:23:40,700","04:23:43,700","Yeah, you are. It's from the snork."
4306,"04:23:43,700","04:23:48,700","Oh, thank you. Wait a minute, little Mai. I want to read Snork's letter."
4307,"04:23:48,700","04:23:50,700",Take your time.
4308,"04:23:57,700","04:24:00,700","Oh, what's the matter?"
4309,"04:24:00,700","04:24:02,700",It's Snork. He's coming home today.
4310,"04:24:02,700","04:24:04,700","Well, that's nice."
4311,"04:24:04,700","04:24:07,700","But Moomin, Mama, there's no food in the house at all."
4312,"04:24:07,700","04:24:10,700","Now, don't worry about that, Snork maiden."
4313,"04:24:10,700","04:24:14,700","I'll whistle up some dinner for us, and Snork can tell us all about his trip."
4314,"04:24:14,700","04:24:15,700",Boom and Papa like that.
4315,"04:24:15,700","04:24:19,700","Oh, thank you, Mama. Snork doesn't like missing his meals."
4316,"04:24:19,700","04:24:22,700",He must have got the part sooner than he thought.
4317,"04:24:22,700","04:24:24,700","Ha, that's great news."
4318,"04:24:24,700","04:24:26,700","He should finish his flying ship soon, hey?"
4319,"04:24:26,700","04:24:28,700",I guess so.
4320,"04:24:28,700","04:24:31,700",He should make it into a pirate flying ship.
4321,"04:24:31,700","04:24:35,700","I could be his first maid, and no one would be able to catch us."
4322,"04:24:35,700","04:24:37,700",Nobody at all!
4323,"04:24:39,700","04:24:41,700",Not here.
4324,"04:24:41,700","04:24:44,700","Oh, dear. I wonder where they've gone, little Mai."
4325,"04:24:44,700","04:24:47,700",There's nobody here.
4326,"04:24:47,700","04:24:50,700",Moomin probably wanted to go looking for an adventure.
4327,"04:24:50,700","04:24:54,700",I bet they went down to the beach to see if anything's been washed out.
4328,"04:24:54,700","04:24:56,700",At least the hangar's not been damaged.
4329,"04:24:56,700","04:24:59,700",Let's go down to the beach. We may find a treasure chest.
4330,"04:24:59,700","04:25:02,700",Huh?
4331,"04:25:05,700","04:25:07,700",What is it?
4332,"04:25:07,700","04:25:09,700",I just thought I heard something.
4333,"04:25:09,700","04:25:11,700",Where? From in there.
4334,"04:25:11,700","04:25:13,700","Hmm, weird."
4335,"04:25:13,700","04:25:16,700","Oh, I know. The snork must have come back."
4336,"04:25:16,700","04:25:19,700","Oh, yes. Snork. Of course."
4337,"04:25:20,700","04:25:23,700","Hello, snork."
4338,"04:25:23,700","04:25:26,700","Oh, snork? Are you in here?"
4339,"04:25:26,700","04:25:28,700",Mm-hmm.
4340,"04:25:28,700","04:25:30,700",Ah!
4341,"04:25:32,700","04:25:34,700",Snork me.
4342,"04:25:34,700","04:25:36,700",Huh?
4343,"04:25:36,700","04:25:38,700",Huh?
4344,"04:25:41,700","04:25:44,700",Put her down.
4345,"04:25:45,700","04:25:48,700","Oh, really? It was actually a pirate ship."
4346,"04:25:48,700","04:25:53,700","It was indeed Moomin Papa, and we caught the pirates when they swam ashore."
4347,"04:25:53,700","04:25:56,700","Do you think you captured all of them, Inspector?"
4348,"04:25:56,700","04:26:00,700","Well, of course, we don't know exactly how many there were to begin with."
4349,"04:26:00,700","04:26:06,700","Hmm, right. I better barricade ourselves in Moomin House just to be on the safe side."
4350,"04:26:06,700","04:26:12,700","Oh, dear. And I suppose I ought to stand guard over my greenhouse as well."
4351,"04:26:13,700","04:26:18,700","Blast me, baby. So, come here, you little pineapple."
4352,"04:26:18,700","04:26:22,700",Do let snork me go. You'll be sorry. You great big hairy folly.
4353,"04:26:22,700","04:26:27,700","No, not in your life, though. It's just my hostage. I needed to make good my escape, but go."
4354,"04:26:27,700","04:26:30,700",Then you only have yourself to blame.
4355,"04:26:30,700","04:26:35,700","Hey, what? Blame? Stay where you are now. I will not be bitten again."
4356,"04:26:35,700","04:26:37,700",Keep away a little cat.
4357,"04:26:37,700","04:26:39,700","Well, don't hurt her then."
4358,"04:26:39,700","04:26:43,700","Don't hurt her, you little shark. She's a hostage. Come me one at that."
4359,"04:26:43,700","04:26:46,700",She'll be my safe passenger. These rough waters are perished.
4360,"04:26:46,700","04:26:50,700","Well, then you better take me instead, because I'm much easier to carry."
4361,"04:26:50,700","04:26:54,700","You, huh? Then nobody would care if I fed you slowly to the shrimps."
4362,"04:26:54,700","04:26:57,700","Oh, yes, lots of people. When you overstab win, baby."
4363,"04:26:57,700","04:27:02,700","All right, all right. Hold your head. We'd blow me down. No, what's your name, girl?"
4364,"04:27:02,700","04:27:04,700",I'm Lil Mai.
4365,"04:27:04,700","04:27:08,700","Well, I'm Captain Rumpod. Not going to get whatever authorities you have in this backwater."
4366,"04:27:08,700","04:27:11,700","Hurry, my patience is short."
4367,"04:27:11,700","04:27:15,700",I'll only go if you promise that you won't hurt Snork Maiden.
4368,"04:27:15,700","04:27:17,700",Of course I won't.
4369,"04:27:17,700","04:27:21,700","If I find that you've heard her in any way at all, my revenge will be terrible."
4370,"04:27:21,700","04:27:24,700","All right, all right, all right."
4371,"04:27:24,700","04:27:26,700","Oh, boy."
4372,"04:27:26,700","04:27:53,700","Captain Rumpod, you are surrounded."
4373,"04:27:53,700","04:27:56,700","Let Snork Maiden go. Do you hear me, Captain?"
4374,"04:27:56,700","04:28:00,700",Do a gold button land lover like you never.
4375,"04:28:00,700","04:28:04,700",She's a good-looking wench fair skinned and nicely rounded.
4376,"04:28:04,700","04:28:08,700",Pirates prefer blondes. Give me a ship and you can have her back.
4377,"04:28:08,700","04:28:11,700",What do you say to let my buck-hole?
4378,"04:28:11,700","04:28:16,700","You're on your own, Captain. We've got all your men locked up tight."
4379,"04:28:16,700","04:28:18,700",All me crew?
4380,"04:28:18,700","04:28:22,700",You're the last one. Now let her go immediately.
4381,"04:28:22,700","04:28:26,700",Thank you for saving me crew. I feared they were all lost.
4382,"04:28:26,700","04:28:29,700",Don't thank me. They're all in jail.
4383,"04:28:29,700","04:28:32,700","Ah, someone said it's the best place for them."
4384,"04:28:32,700","04:28:36,700",But not me. Now let them out. I need them and a proper ship.
4385,"04:28:36,700","04:28:39,700","Oh, with two masks and fifty cannon."
4386,"04:28:39,700","04:28:43,700",No tricks. Else it'll be worse for the girl.
4387,"04:28:43,700","04:28:46,700",This is too much.
4388,"04:28:46,700","04:28:49,700",The school for constables didn't tell us about theirs.
4389,"04:28:49,700","04:28:51,700","What should we do, Inspector?"
4390,"04:28:52,700","04:28:55,700",Please get Snorke making away from him.
4391,"04:28:55,700","04:28:58,700",I'm afraid he'll hurt her and she'll be frightened.
4392,"04:28:58,700","04:29:01,700","I'm trying my best, but it's very awkward all this."
4393,"04:29:01,700","04:29:04,700",I've not come across anything like it before.
4394,"04:29:04,700","04:29:07,700","Oh, but it's not her fault that his ship sank, Inspector."
4395,"04:29:07,700","04:29:10,700","I know, I know. Oh, dear, oh dear."
4396,"04:29:10,700","04:29:13,700","Oh, I should have been a gardener."
4397,"04:29:13,700","04:29:16,700","Hey, are you still there, you ruffian?"
4398,"04:29:16,700","04:29:21,700",Let my men go and get my ship. Two masks and fifty cannon mine.
4399,"04:29:21,700","04:29:25,700","Look, Captain Rumpod, I'm afraid that times have changed."
4400,"04:29:25,700","04:29:28,700",Sailing ships don't have cannon these days.
4401,"04:29:28,700","04:29:31,700",Shiver me timbers. How do you sink each other then?
4402,"04:29:31,700","04:29:34,700","I don't try to fool me. Remember, I've got the girl."
4403,"04:29:34,700","04:29:38,700",I think Moomin Papa has an old blender bus. I'm sure he'll let you have.
4404,"04:29:38,700","04:29:41,700","I don't know if it'll work, though. That's all I've got."
4405,"04:29:41,700","04:29:45,700","I'm one of you, pea brain. This is my final word. So listen well."
4406,"04:29:45,700","04:29:48,700","You have two hours to get the ship ready to sail,"
4407,"04:29:48,700","04:29:52,700",and all my crew with her mine. Or else I'll...
4408,"04:29:52,700","04:29:55,700","Now, don't worry, my pretty one. I won't have a single hair on your head,"
4409,"04:29:55,700","04:29:58,700",but I must have something to threaten them with.
4410,"04:29:58,700","04:30:02,700",Or else I'll feed her to the hungry shark.
4411,"04:30:03,700","04:30:06,700","Husker, I won't hurt you."
4412,"04:30:06,700","04:30:07,700",Are you sure?
4413,"04:30:07,700","04:30:11,700","Either I get my ship. Oak, fifty cannon, and at least two masters."
4414,"04:30:11,700","04:30:13,700",Master shall be food for lobsters.
4415,"04:30:13,700","04:30:15,700",it's your choice me has he
4416,"04:30:15,700","04:30:18,700",that you do it.
4417,"04:30:18,700","04:30:22,700",he sounds as if you'll do it too.
4418,"04:30:22,700","04:30:26,700","two hours he says a real feeder to the sharks, oh dear, dear."
4419,"04:30:26,700","04:30:30,700","what will snorks say, oh dear, dear."
4420,"04:30:30,700","04:30:34,700","I have a great idea, sir."
4421,"04:30:34,700","04:30:37,700","Why don't we climb on to the roof, drill a hole,"
4422,"04:30:37,700","04:30:39,700",and then drops up on his hand.
4423,"04:30:39,700","04:30:42,700","No, Constable, I've always thought you were an idiot,"
4424,"04:30:42,700","04:30:43,700",now you've proved it.
4425,"04:30:43,700","04:30:45,700","Excuse me, Inspector."
4426,"04:30:45,700","04:30:49,700","If we set fire to the hangar, then they'll have to come out."
4427,"04:30:49,700","04:30:53,700",Shut up! Why am I surrounded by fools?
4428,"04:30:53,700","04:30:55,700",This is no good.
4429,"04:30:55,700","04:30:59,700",I must calm down. I must calm down.
4430,"04:30:59,700","04:31:01,700",Captain Rumbot!
4431,"04:31:01,700","04:31:03,700","Can you hear me, Captain?"
4432,"04:31:03,700","04:31:06,700","Aha, you found a ship already, have you?"
4433,"04:31:06,700","04:31:10,700","Well, no, there aren't any real sailing ships in Moomin Valley."
4434,"04:31:10,700","04:31:12,700",The chief Constable has a yacht.
4435,"04:31:12,700","04:31:16,700","He doesn't usually let anyone borrow it, but I'm sure in this case he..."
4436,"04:31:16,700","04:31:19,700",I want something big enough to take me to the Spanish main!
4437,"04:31:19,700","04:31:20,700",I warned you!
4438,"04:31:20,700","04:31:22,700","Calm down, Captain. Calm down."
4439,"04:31:22,700","04:31:24,700",Now just listen to me.
4440,"04:31:24,700","04:31:26,700",You haven't done anything wrong here.
4441,"04:31:26,700","04:31:28,700",No pirating or such like.
4442,"04:31:28,700","04:31:31,700","So if you forget about the boat, we'll let you all go."
4443,"04:31:31,700","04:31:32,700",Think about it.
4444,"04:31:32,700","04:31:35,700","Three to go anywhere you like. On foot, of course."
4445,"04:31:35,700","04:31:39,700","The fresh air, the sun on your face. No worry of shipwrecks."
4446,"04:31:39,700","04:31:41,700",No storms at sea.
4447,"04:31:41,700","04:31:43,700",What do you think we are?
4448,"04:31:43,700","04:31:45,700","We're pirates, not highwaymen."
4449,"04:31:45,700","04:31:48,700","It's not so bad being a highwayman, you know."
4450,"04:31:48,700","04:31:51,700",There'll be lots of rich travelers on the other side of Lonely Mountain.
4451,"04:31:51,700","04:31:54,700",I'm sure. And lots of adventures with jewels and gold.
4452,"04:31:54,700","04:31:58,700","Day me with flagens are rubbing a chicken brain, nitwit!"
4453,"04:31:58,700","04:31:59,700",Nitwit?
4454,"04:31:59,700","04:32:01,700","No, niggum poop! Dumbbell!"
4455,"04:32:01,700","04:32:03,700",I'm Captain Rumbot!
4456,"04:32:03,700","04:32:05,700",You're making me very angry!
4457,"04:32:05,700","04:32:07,700","If I had you on my ship, you'd dangle from the yard!"
4458,"04:32:07,700","04:32:09,700",I'm yet to walk the flag!
4459,"04:32:09,700","04:32:11,700",The inspector's losing control.
4460,"04:32:11,700","04:32:13,700",We had better calm him down.
4461,"04:32:14,700","04:32:16,700",What the clank would I?
4462,"04:32:16,700","04:32:19,700","And in my prison, you'd get no butter on their bread."
4463,"04:32:19,700","04:32:21,700",And maggots on your biscuits!
4464,"04:32:21,700","04:32:23,700",Please calm down.
4465,"04:32:23,700","04:32:25,700",Is this what the pilot said?
4466,"04:32:25,700","04:32:27,700",Calm down. Take the museum.
4467,"04:32:27,700","04:32:29,700",Sure. We water.
4468,"04:32:29,700","04:32:31,700",I'd see too that the bread was milled.
4469,"04:32:33,700","04:32:35,700",That's 30 minutes gone already!
4470,"04:32:48,700","04:32:50,700","I warned you, gold button."
4471,"04:32:50,700","04:32:54,700",Now there is only one hour to her painful and horrible death!
4472,"04:32:55,700","04:32:57,700",Oh!
4473,"04:32:59,700","04:33:01,700","Cheer up, Snark Maiden!"
4474,"04:33:01,700","04:33:04,700",Try and hold on! We'll get you out!
4475,"04:33:04,700","04:33:06,700",Water? Water?
4476,"04:33:06,700","04:33:08,700",Huh? What did you say?
4477,"04:33:08,700","04:33:11,700","Water, please. I'm so thirsty."
4478,"04:33:11,700","04:33:12,700",Water?
4479,"04:33:12,700","04:33:15,700","Mastik's stuff, still."
4480,"04:33:15,700","04:33:17,700","Hey, land lovers!"
4481,"04:33:17,700","04:33:18,700",Compliments to the galley!
4482,"04:33:18,700","04:33:20,700",The young lady wants a drink!
4483,"04:33:20,700","04:33:23,700","All right, Captain. I'm coming, Snark Maiden!"
